Date;Country;AreaCode;Area;TotalCases
02/03/2020;England;E09000020;Kensington and Chelsea;6
02/03/2020;England;E08000012;Liverpool;1
02/03/2020;England;E08000021;Newcastle upon Tyne;1
02/03/2020;England;E08000004;Oldham;1
02/03/2020;England;E10000025;Oxfordshire;2
02/03/2020;England;E09000026;Redbridge;2
02/03/2020;England;E08000018;Rotherham;1
02/03/2020;England;E09000028;Southwark;4
02/03/2020;England;E10000028;Staffordshire;1
02/03/2020;England;E06000027;Torbay;4
02/03/2020;England;E08000009;Trafford;3
02/03/2020;England;E09000032;Wandsworth;2
02/03/2020;England;E10000031;Warwickshire;3
02/03/2020;England;E06000014;York;2
02/03/2020;Wales;W11000028;Aneurin Bevan;1
02/03/2020;Wales;W11000023;Betsi Cadwaladr;0
02/03/2020;Wales;W11000029;Cardiff and Vale;2
02/03/2020;Wales;W11000030;Cwm Taf;2
02/03/2020;Wales;W11000025;Hywel Dda;2
02/03/2020;Wales;;Outside Wales;0
02/03/2020;Wales;W11000024;Powys;1
02/03/2020;Wales;W11000031;Swansea Bay;0
02/03/2020;Wales;;Unknown;0
03/03/2020;England;E08000016;Barnsley;3
03/03/2020;England;E06000036;Bracknell Forest;1
03/03/2020;England;E06000023;Bristol, City of;1
03/03/2020;England;E10000003;Cambridgeshire;1
03/03/2020;England;E10000006;Cumbria;2
03/03/2020;England;E10000007;Derbyshire;4
03/03/2020;England;E10000008;Devon;11
03/03/2020;England;E09000009;Ealing;4
03/03/2020;England;E10000012;Essex;2
03/03/2020;England;E09000015;Harrow;1
03/03/2020;England;E10000015;Hertfordshire;9
03/03/2020;England;E09000018;Hounslow;4
03/03/2020;England;E10000016;Kent;2
03/03/2020;England;E09000022;Lambeth;1
03/03/2020;England;E10000019;Lincolnshire;2
03/03/2020;England;E08000012;Liverpool;3
03/03/2020;England;E08000003;Manchester;1
03/03/2020;England;E06000042;Milton Keynes;2
03/03/2020;England;E10000023;North Yorkshire;1
03/03/2020;England;E10000021;Northamptonshire;2
03/03/2020;England;E10000024;Nottinghamshire;4
03/03/2020;England;E10000025;Oxfordshire;5
03/03/2020;England;E08000019;Sheffield;3
03/03/2020;England;E10000028;Staffordshire;2
03/03/2020;England;E10000030;Surrey;4
03/03/2020;England;E06000030;Swindon;1
03/03/2020;England;E09000032;Wandsworth;3
03/03/2020;England;E09000033;Westminster;2
03/03/2020;England;E08000010;Wigan;3
03/03/2020;England;E06000054;Wiltshire;3
03/03/2020;England;E06000041;Wokingham;2
03/03/2020;Wales;W11000028;Aneurin Bevan;1
03/03/2020;Wales;W11000023;Betsi Cadwaladr;0
03/03/2020;Wales;W11000029;Cardiff and Vale;2
03/03/2020;Wales;W11000030;Cwm Taf;2
03/03/2020;Wales;W11000025;Hywel Dda;2
03/03/2020;Wales;;Outside Wales;0
03/03/2020;Wales;W11000024;Powys;1
03/03/2020;Wales;W11000031;Swansea Bay;0
03/03/2020;Wales;;Unknown;0
04/03/2020;England;E09000003;Barnet;6
04/03/2020;England;E06000043;Brighton and Hove;6
04/03/2020;England;E10000002;Buckinghamshire;2
04/03/2020;England;E06000052;Cornwall and Isles of Scilly;2
04/03/2020;England;E10000007;Derbyshire;6
04/03/2020;England;E10000008;Devon;14
04/03/2020;England;E09000009;Ealing;5
04/03/2020;England;E10000012;Essex;4
04/03/2020;England;E10000013;Gloucestershire;3
04/03/2020;England;E09000013;Hammersmith and Fulham;1
04/03/2020;England;E10000014;Hampshire;2
04/03/2020;England;E10000015;Hertfordshire;11
04/03/2020;England;E09000017;Hillingdon;2
04/03/2020;England;E06000046;Isle of Wight;1
04/03/2020;England;E09000020;Kensington and Chelsea;10
04/03/2020;England;E09000022;Lambeth;2
04/03/2020;England;E08000035;Leeds;3
04/03/2020;England;E09000023;Lewisham;2
04/03/2020;England;E06000032;Luton;2
04/03/2020;England;E08000003;Manchester;2
04/03/2020;England;E06000035;Medway;3
04/03/2020;England;E08000021;Newcastle upon Tyne;2
04/03/2020;England;E08000019;Sheffield;4
04/03/2020;England;E06000045;Southampton;1
04/03/2020;England;E06000033;Southend-on-Sea;1
04/03/2020;England;E09000028;Southwark;5
04/03/2020;England;E10000028;Staffordshire;3
04/03/2020;England;E09000029;Sutton;1
04/03/2020;England;E09000030;Tower Hamlets;2
04/03/2020;England;E08000009;Trafford;4
04/03/2020;England;E10000031;Warwickshire;5
04/03/2020;England;E09000033;Westminster;3
04/03/2020;England;E06000054;Wiltshire;4
04/03/2020;Wales;W11000028;Aneurin Bevan;1
04/03/2020;Wales;W11000023;Betsi Cadwaladr;0
04/03/2020;Wales;W11000029;Cardiff and Vale;2
04/03/2020;Wales;W11000030;Cwm Taf;2
04/03/2020;Wales;W11000025;Hywel Dda;2
04/03/2020;Wales;;Outside Wales;0
04/03/2020;Wales;W11000024;Powys;1
04/03/2020;Wales;W11000031;Swansea Bay;0
04/03/2020;Wales;;Unknown;0
05/03/2020;England;E09000003;Barnet;7
05/03/2020;England;E08000025;Birmingham;3
05/03/2020;England;E08000001;Bolton;2
05/03/2020;England;E06000058;Bournemouth, Christchurch and Poole;2
05/03/2020;England;E10000003;Cambridgeshire;2
05/03/2020;England;E06000052;Cornwall and Isles of Scilly;3
05/03/2020;England;E08000026;Coventry;1
05/03/2020;England;E10000006;Cumbria;4
05/03/2020;England;E10000008;Devon;15
05/03/2020;England;E09000009;Ealing;6
05/03/2020;England;E10000014;Hampshire;3
05/03/2020;England;E09000017;Hillingdon;4
05/03/2020;England;E09000020;Kensington and Chelsea;16
05/03/2020;England;E10000016;Kent;4
05/03/2020;England;E10000017;Lancashire;4
05/03/2020;England;E10000018;Leicestershire;3
05/03/2020;England;E08000003;Manchester;4
05/03/2020;England;E08000021;Newcastle upon Tyne;3
05/03/2020;England;E08000022;North Tyneside;1
05/03/2020;England;E10000021;Northamptonshire;3
05/03/2020;England;E06000018;Nottingham;2
05/03/2020;England;E08000004;Oldham;2
05/03/2020;England;E08000019;Sheffield;6
05/03/2020;England;E09000028;Southwark;6
05/03/2020;England;E10000028;Staffordshire;4
05/03/2020;England;E08000007;Stockport;2
05/03/2020;England;E09000030;Tower Hamlets;3
05/03/2020;England;E09000031;Waltham Forest;1
05/03/2020;England;E10000031;Warwickshire;7
05/03/2020;England;E09000033;Westminster;4
05/03/2020;England;E08000010;Wigan;4
05/03/2020;England;E06000041;Wokingham;3
05/03/2020;England;E08000031;Wolverhampton;1
05/03/2020;Wales;W11000028;Aneurin Bevan;1
05/03/2020;Wales;W11000023;Betsi Cadwaladr;0
05/03/2020;Wales;W11000029;Cardiff and Vale;2
05/03/2020;Wales;W11000030;Cwm Taf;2
05/03/2020;Wales;W11000025;Hywel Dda;2
05/03/2020;Wales;;Outside Wales;0
05/03/2020;Wales;W11000024;Powys;1
05/03/2020;Wales;W11000031;Swansea Bay;0
05/03/2020;Wales;;Unknown;0
06/03/2020;England;E09000003;Barnet;8
06/03/2020;England;E06000058;Bournemouth, Christchurch and Poole;3
06/03/2020;England;E06000023;Bristol, City of;2
06/03/2020;England;E10000002;Buckinghamshire;3
06/03/2020;England;E09000007;Camden;3
06/03/2020;England;E06000052;Cornwall and Isles of Scilly;5
06/03/2020;England;E08000026;Coventry;2
06/03/2020;England;E06000005;Darlington;1
06/03/2020;England;E06000015;Derby;1
06/03/2020;England;E10000007;Derbyshire;7
06/03/2020;England;E10000008;Devon;19
06/03/2020;England;E09000010;Enfield;2
06/03/2020;England;E10000012;Essex;5
06/03/2020;England;E09000012;Hackney;2
06/03/2020;England;E09000013;Hammersmith and Fulham;3
06/03/2020;England;E10000014;Hampshire;9
06/03/2020;England;E09000016;Havering;2
06/03/2020;England;E06000019;Herefordshire, County of;1
06/03/2020;England;E10000015;Hertfordshire;15
06/03/2020;England;E10000016;Kent;5
06/03/2020;England;E09000022;Lambeth;3
06/03/2020;England;E10000018;Leicestershire;4
06/03/2020;England;E08000012;Liverpool;4
06/03/2020;England;E09000024;Merton;3
06/03/2020;England;E06000042;Milton Keynes;3
06/03/2020;England;E06000013;North Lincolnshire;1
06/03/2020;England;E10000023;North Yorkshire;2
06/03/2020;England;E10000021;Northamptonshire;5
06/03/2020;England;E10000024;Nottinghamshire;6
06/03/2020;England;E10000025;Oxfordshire;8
06/03/2020;England;E09000027;Richmond upon Thames;2
06/03/2020;England;E06000039;Slough;1
06/03/2020;England;E10000027;Somerset;1
06/03/2020;England;E09000028;Southwark;8
06/03/2020;England;E10000030;Surrey;6
06/03/2020;England;E09000029;Sutton;2
06/03/2020;England;E06000030;Swindon;2
06/03/2020;England;E08000008;Tameside;1
06/03/2020;England;E06000027;Torbay;5
06/03/2020;England;E09000030;Tower Hamlets;4
06/03/2020;England;E09000031;Waltham Forest;2
06/03/2020;England;E09000033;Westminster;9
06/03/2020;England;E06000040;Windsor and Maidenhead;1
06/03/2020;Wales;W11000028;Aneurin Bevan;1
06/03/2020;Wales;W11000023;Betsi Cadwaladr;0
06/03/2020;Wales;W11000029;Cardiff and Vale;2
06/03/2020;Wales;W11000030;Cwm Taf;2
06/03/2020;Wales;W11000025;Hywel Dda;2
06/03/2020;Wales;;Outside Wales;0
06/03/2020;Wales;W11000024;Powys;1
06/03/2020;Wales;W11000031;Swansea Bay;0
06/03/2020;Wales;;Unknown;0
07/03/2020;England;E08000001;Bolton;3
07/03/2020;England;E09000005;Brent;2
07/03/2020;England;E06000043;Brighton and Hove;7
07/03/2020;England;E06000023;Bristol, City of;3
07/03/2020;England;E10000002;Buckinghamshire;4
07/03/2020;England;E08000002;Bury;4
07/03/2020;England;E09000007;Camden;4
07/03/2020;England;E09000008;Croydon;1
07/03/2020;England;E10000006;Cumbria;5
07/03/2020;England;E08000027;Dudley;1
07/03/2020;England;E09000009;Ealing;7
07/03/2020;England;E09000011;Greenwich;1
07/03/2020;England;E10000015;Hertfordshire;17
07/03/2020;England;E09000020;Kensington and Chelsea;17
07/03/2020;England;E09000022;Lambeth;5
07/03/2020;England;E08000035;Leeds;5
07/03/2020;England;E09000023;Lewisham;3
07/03/2020;England;E08000012;Liverpool;5
07/03/2020;England;E08000021;Newcastle upon Tyne;4
07/03/2020;England;E10000021;Northamptonshire;6
07/03/2020;England;E06000018;Nottingham;3
07/03/2020;England;E10000024;Nottinghamshire;8
07/03/2020;England;E08000004;Oldham;4
07/03/2020;England;E10000025;Oxfordshire;9
07/03/2020;England;E08000019;Sheffield;9
07/03/2020;England;E06000051;Shropshire;1
07/03/2020;England;E09000028;Southwark;9
07/03/2020;England;E10000029;Suffolk;1
07/03/2020;England;E08000024;Sunderland;1
07/03/2020;England;E09000029;Sutton;3
07/03/2020;England;E06000027;Torbay;6
07/03/2020;England;E09000030;Tower Hamlets;5
07/03/2020;England;E06000037;West Berkshire;1
07/03/2020;England;E09000033;Westminster;11
07/03/2020;England;E08000031;Wolverhampton;4
07/03/2020;Scotland;S08000015;Ayrshire and Arran;
07/03/2020;Scotland;S08000016;Borders;
07/03/2020;Scotland;S08000017;Dumfries and Galloway;
07/03/2020;Scotland;S08000029;Fife;
07/03/2020;Scotland;S08000019;Forth Valley;
07/03/2020;Scotland;S08000020;Grampian;
07/03/2020;Scotland;S08000031;Greater Glasgow and Clyde;
07/03/2020;Scotland;S08000022;Highland;
07/03/2020;Scotland;S08000032;Lanarkshire;
07/03/2020;Scotland;S08000024;Lothian;
07/03/2020;Scotland;S08000025;Orkney;
07/03/2020;Scotland;S08000026;Shetland;
07/03/2020;Scotland;S08000030;Tayside;
07/03/2020;Scotland;S08000028;Western Isles;
07/03/2020;Wales;W11000028;Aneurin Bevan;1
07/03/2020;Wales;W11000023;Betsi Cadwaladr;0
07/03/2020;Wales;W11000029;Cardiff and Vale;2
07/03/2020;Wales;W11000030;Cwm Taf;2
07/03/2020;Wales;W11000025;Hywel Dda;2
07/03/2020;Wales;;Outside Wales;0
07/03/2020;Wales;W11000024;Powys;1
07/03/2020;Wales;W11000031;Swansea Bay;0
07/03/2020;Wales;;Unknown;0
08/03/2020;England;E09000002;Barking and Dagenham;2
08/03/2020;England;E09000003;Barnet;9
08/03/2020;England;E08000025;Birmingham;4
08/03/2020;England;E09000005;Brent;3
08/03/2020;England;E09000006;Bromley;2
08/03/2020;England;E10000002;Buckinghamshire;5
08/03/2020;England;E09000007;Camden;6
08/03/2020;England;E08000026;Coventry;3
08/03/2020;England;E10000006;Cumbria;8
08/03/2020;England;E10000007;Derbyshire;8
08/03/2020;England;E10000008;Devon;20
08/03/2020;England;E09000009;Ealing;8
08/03/2020;England;E09000010;Enfield;3
08/03/2020;England;E10000013;Gloucestershire;4
08/03/2020;England;E09000012;Hackney;3
08/03/2020;England;E10000014;Hampshire;10
08/03/2020;England;E09000014;Haringey;1
08/03/2020;England;E10000015;Hertfordshire;19
08/03/2020;England;E09000017;Hillingdon;6
08/03/2020;England;E09000019;Islington;2
08/03/2020;England;E09000020;Kensington and Chelsea;19
08/03/2020;England;E10000016;Kent;6
08/03/2020;England;E09000021;Kingston upon Thames;2
08/03/2020;England;E10000025;Oxfordshire;10
08/03/2020;England;E06000038;Reading;1
08/03/2020;England;E08000019;Sheffield;12
08/03/2020;England;E06000051;Shropshire;2
08/03/2020;England;E06000039;Slough;4
08/03/2020;England;E06000025;South Gloucestershire;1
08/03/2020;England;E09000028;Southwark;11
08/03/2020;England;E10000030;Surrey;8
08/03/2020;England;E09000030;Tower Hamlets;6
08/03/2020;England;E09000032;Wandsworth;5
08/03/2020;England;E09000033;Westminster;12
08/03/2020;England;E08000015;Wirral;3
08/03/2020;England;E08000031;Wolverhampton;5
08/03/2020;Scotland;S08000015;Ayrshire and Arran;
08/03/2020;Scotland;S08000016;Borders;
08/03/2020;Scotland;S08000017;Dumfries and Galloway;
08/03/2020;Scotland;S08000029;Fife;
08/03/2020;Scotland;S08000019;Forth Valley;
08/03/2020;Scotland;S08000020;Grampian;
08/03/2020;Scotland;S08000031;Greater Glasgow and Clyde;
08/03/2020;Scotland;S08000022;Highland;
08/03/2020;Scotland;S08000032;Lanarkshire;
08/03/2020;Scotland;S08000024;Lothian;
08/03/2020;Scotland;S08000025;Orkney;
08/03/2020;Scotland;S08000026;Shetland;
08/03/2020;Scotland;S08000030;Tayside;
08/03/2020;Scotland;S08000028;Western Isles;
08/03/2020;Wales;W11000028;Aneurin Bevan;1
08/03/2020;Wales;W11000023;Betsi Cadwaladr;0
08/03/2020;Wales;W11000029;Cardiff and Vale;2
08/03/2020;Wales;W11000030;Cwm Taf;2
08/03/2020;Wales;W11000025;Hywel Dda;2
08/03/2020;Wales;;Outside Wales;0
08/03/2020;Wales;W11000024;Powys;1
08/03/2020;Wales;W11000031;Swansea Bay;0
08/03/2020;Wales;;Unknown;0
09/03/2020;England;E09000002;Barking and Dagenham;3
09/03/2020;England;E09000003;Barnet;12
09/03/2020;England;E09000004;Bexley;2
09/03/2020;England;E08000025;Birmingham;5
09/03/2020;England;E06000036;Bracknell Forest;3
09/03/2020;England;E09000005;Brent;6
09/03/2020;England;E09000006;Bromley;3
09/03/2020;England;E10000002;Buckinghamshire;7
09/03/2020;England;E09000007;Camden;8
09/03/2020;England;E06000052;Cornwall and Isles of Scilly;6
09/03/2020;England;E06000047;County Durham;1
09/03/2020;England;E09000008;Croydon;2
09/03/2020;England;E10000006;Cumbria;9
09/03/2020;England;E10000007;Derbyshire;11
09/03/2020;England;E08000027;Dudley;3
09/03/2020;England;E09000010;Enfield;4
09/03/2020;England;E10000012;Essex;6
09/03/2020;England;E10000013;Gloucestershire;5
09/03/2020;England;E09000012;Hackney;5
09/03/2020;England;E09000013;Hammersmith and Fulham;6
09/03/2020;England;E10000014;Hampshire;17
09/03/2020;England;E09000014;Haringey;3
09/03/2020;England;E09000015;Harrow;6
09/03/2020;England;E09000016;Havering;3
09/03/2020;England;E10000015;Hertfordshire;21
09/03/2020;England;E09000020;Kensington and Chelsea;23
09/03/2020;England;E10000016;Kent;8
09/03/2020;England;E08000034;Kirklees;1
09/03/2020;England;E09000022;Lambeth;7
09/03/2020;England;E10000017;Lancashire;5
09/03/2020;England;E08000035;Leeds;8
09/03/2020;England;E10000018;Leicestershire;7
09/03/2020;England;E10000019;Lincolnshire;3
09/03/2020;England;E08000003;Manchester;6
09/03/2020;England;E09000024;Merton;4
09/03/2020;England;E09000025;Newham;1
09/03/2020;England;E06000024;North Somerset;1
09/03/2020;England;E08000022;North Tyneside;2
09/03/2020;England;E10000023;North Yorkshire;3
09/03/2020;England;E10000021;Northamptonshire;8
09/03/2020;England;E06000018;Nottingham;4
09/03/2020;England;E10000025;Oxfordshire;13
09/03/2020;England;E06000044;Portsmouth;1
09/03/2020;England;E08000005;Rochdale;1
09/03/2020;England;E08000018;Rotherham;3
09/03/2020;England;E08000014;Sefton;1
09/03/2020;England;E06000051;Shropshire;3
09/03/2020;England;E06000039;Slough;5
09/03/2020;England;E06000025;South Gloucestershire;3
09/03/2020;England;E06000033;Southend-on-Sea;2
09/03/2020;England;E09000028;Southwark;18
09/03/2020;England;E10000028;Staffordshire;5
09/03/2020;England;E06000004;Stockton-on-Tees;1
09/03/2020;England;E10000030;Surrey;11
09/03/2020;England;E09000029;Sutton;4
09/03/2020;England;E09000030;Tower Hamlets;8
09/03/2020;England;E09000031;Waltham Forest;3
09/03/2020;England;E09000032;Wandsworth;7
09/03/2020;England;E06000007;Warrington;1
09/03/2020;England;E10000031;Warwickshire;8
09/03/2020;England;E10000032;West Sussex;5
09/03/2020;England;E09000033;Westminster;18
09/03/2020;England;E06000040;Windsor and Maidenhead;2
09/03/2020;England;E10000034;Worcestershire;3
09/03/2020;Scotland;S08000015;Ayrshire and Arran;
09/03/2020;Scotland;S08000016;Borders;
09/03/2020;Scotland;S08000017;Dumfries and Galloway;
09/03/2020;Scotland;S08000029;Fife;
09/03/2020;Scotland;S08000019;Forth Valley;
09/03/2020;Scotland;S08000020;Grampian;
09/03/2020;Scotland;S08000031;Greater Glasgow and Clyde;
09/03/2020;Scotland;S08000022;Highland;
09/03/2020;Scotland;S08000032;Lanarkshire;
09/03/2020;Scotland;S08000024;Lothian;5
09/03/2020;Scotland;S08000025;Orkney;
09/03/2020;Scotland;S08000026;Shetland;
09/03/2020;Scotland;S08000030;Tayside;
09/03/2020;Scotland;S08000028;Western Isles;
09/03/2020;Wales;W11000028;Aneurin Bevan;1
09/03/2020;Wales;W11000023;Betsi Cadwaladr;0
09/03/2020;Wales;W11000029;Cardiff and Vale;2
09/03/2020;Wales;W11000030;Cwm Taf;2
09/03/2020;Wales;W11000025;Hywel Dda;2
09/03/2020;Wales;;Outside Wales;0
09/03/2020;Wales;W11000024;Powys;1
09/03/2020;Wales;W11000031;Swansea Bay;0
09/03/2020;Wales;;Unknown;0
10/03/2020;England;E09000003;Barnet;15
10/03/2020;England;E09000004;Bexley;4
10/03/2020;England;E08000025;Birmingham;9
10/03/2020;England;E06000009;Blackpool;1
10/03/2020;England;E06000058;Bournemouth, Christchurch and Poole;5
10/03/2020;England;E08000032;Bradford;3
10/03/2020;England;E09000005;Brent;10
10/03/2020;England;E06000043;Brighton and Hove;9
10/03/2020;England;E06000023;Bristol, City of;4
10/03/2020;England;E09000006;Bromley;5
10/03/2020;England;E10000002;Buckinghamshire;14
10/03/2020;England;E08000033;Calderdale;1
10/03/2020;England;E10000003;Cambridgeshire;5
10/03/2020;England;E09000007;Camden;10
10/03/2020;England;E06000056;Central Bedfordshire;2
10/03/2020;England;E06000049;Cheshire East;1
10/03/2020;England;E06000050;Cheshire West and Chester;3
10/03/2020;England;E06000052;Cornwall and Isles of Scilly;7
10/03/2020;England;E06000015;Derby;3
10/03/2020;England;E10000007;Derbyshire;13
10/03/2020;England;E10000008;Devon;21
10/03/2020;England;E08000017;Doncaster;2
10/03/2020;England;E06000059;Dorset;1
10/03/2020;England;E08000027;Dudley;4
10/03/2020;England;E09000009;Ealing;13
10/03/2020;England;E06000011;East Riding of Yorkshire;3
10/03/2020;England;E09000010;Enfield;9
10/03/2020;England;E10000012;Essex;8
10/03/2020;England;E09000011;Greenwich;4
10/03/2020;England;E09000012;Hackney;6
10/03/2020;England;E09000013;Hammersmith and Fulham;9
10/03/2020;England;E10000014;Hampshire;19
10/03/2020;England;E09000014;Haringey;6
10/03/2020;England;E09000015;Harrow;7
10/03/2020;England;E10000015;Hertfordshire;26
10/03/2020;England;E09000017;Hillingdon;8
10/03/2020;England;E09000018;Hounslow;6
10/03/2020;England;E06000046;Isle of Wight;2
10/03/2020;England;E09000019;Islington;4
10/03/2020;England;E09000020;Kensington and Chelsea;33
10/03/2020;England;E10000016;Kent;12
10/03/2020;England;E08000034;Kirklees;2
10/03/2020;England;E09000022;Lambeth;15
10/03/2020;England;E09000023;Lewisham;4
10/03/2020;England;E10000019;Lincolnshire;7
10/03/2020;England;E08000012;Liverpool;6
10/03/2020;England;E08000003;Manchester;7
10/03/2020;England;E09000024;Merton;10
10/03/2020;England;E08000021;Newcastle upon Tyne;5
10/03/2020;England;E09000025;Newham;2
10/03/2020;England;E10000020;Norfolk;1
10/03/2020;England;E10000023;North Yorkshire;5
10/03/2020;England;E06000018;Nottingham;7
10/03/2020;England;E10000024;Nottinghamshire;9
10/03/2020;England;E08000004;Oldham;6
10/03/2020;England;E10000025;Oxfordshire;19
10/03/2020;England;E06000026;Plymouth;1
10/03/2020;England;E06000038;Reading;2
10/03/2020;England;E06000003;Redcar and Cleveland;1
10/03/2020;England;E08000005;Rochdale;2
10/03/2020;England;E08000018;Rotherham;4
10/03/2020;England;E08000006;Salford;1
10/03/2020;England;E08000019;Sheffield;18
10/03/2020;England;E06000051;Shropshire;5
10/03/2020;England;E10000027;Somerset;3
10/03/2020;England;E06000045;Southampton;3
10/03/2020;England;E09000028;Southwark;24
10/03/2020;England;E10000028;Staffordshire;6
10/03/2020;England;E08000007;Stockport;3
10/03/2020;England;E06000004;Stockton-on-Tees;3
10/03/2020;England;E10000029;Suffolk;3
10/03/2020;England;E10000030;Surrey;16
10/03/2020;England;E09000029;Sutton;6
10/03/2020;England;E08000008;Tameside;2
10/03/2020;England;E06000020;Telford and Wrekin;1
10/03/2020;England;E06000034;Thurrock;1
10/03/2020;England;E09000030;Tower Hamlets;10
10/03/2020;England;E08000009;Trafford;7
10/03/2020;England;E08000030;Walsall;2
10/03/2020;England;E09000032;Wandsworth;16
10/03/2020;England;E10000031;Warwickshire;11
10/03/2020;England;E09000033;Westminster;24
10/03/2020;England;E06000054;Wiltshire;5
10/03/2020;England;E06000040;Windsor and Maidenhead;4
10/03/2020;England;E06000041;Wokingham;5
10/03/2020;England;E08000031;Wolverhampton;8
10/03/2020;England;E10000034;Worcestershire;6
10/03/2020;England;E06000014;York;3
10/03/2020;Scotland;S08000015;Ayrshire and Arran;
10/03/2020;Scotland;S08000016;Borders;
10/03/2020;Scotland;S08000017;Dumfries and Galloway;
10/03/2020;Scotland;S08000029;Fife;
10/03/2020;Scotland;S08000019;Forth Valley;
10/03/2020;Scotland;S08000020;Grampian;6
10/03/2020;Scotland;S08000031;Greater Glasgow and Clyde;
10/03/2020;Scotland;S08000022;Highland;
10/03/2020;Scotland;S08000032;Lanarkshire;
10/03/2020;Scotland;S08000024;Lothian;7
10/03/2020;Scotland;S08000025;Orkney;
10/03/2020;Scotland;S08000026;Shetland;
10/03/2020;Scotland;S08000030;Tayside;
10/03/2020;Scotland;S08000028;Western Isles;
10/03/2020;Wales;W11000028;Aneurin Bevan;1
10/03/2020;Wales;W11000023;Betsi Cadwaladr;0
10/03/2020;Wales;W11000029;Cardiff and Vale;2
10/03/2020;Wales;W11000030;Cwm Taf;2
10/03/2020;Wales;W11000025;Hywel Dda;2
10/03/2020;Wales;;Outside Wales;0
10/03/2020;Wales;W11000024;Powys;1
10/03/2020;Wales;W11000031;Swansea Bay;0
10/03/2020;Wales;;Unknown;0
11/03/2020;England;E09000002;Barking and Dagenham;4
11/03/2020;England;E09000003;Barnet;26
11/03/2020;England;E08000016;Barnsley;4
11/03/2020;England;E06000022;Bath and North East Somerset;1
11/03/2020;England;E09000004;Bexley;8
11/03/2020;England;E08000025;Birmingham;15
11/03/2020;England;E08000001;Bolton;5
11/03/2020;England;E09000005;Brent;20
11/03/2020;England;E09000006;Bromley;10
11/03/2020;England;E10000002;Buckinghamshire;18
11/03/2020;England;E08000033;Calderdale;3
11/03/2020;England;E10000003;Cambridgeshire;6
11/03/2020;England;E09000007;Camden;20
11/03/2020;England;E06000056;Central Bedfordshire;3
11/03/2020;England;E06000049;Cheshire East;2
11/03/2020;England;E06000050;Cheshire West and Chester;5
11/03/2020;England;E06000052;Cornwall and Isles of Scilly;8
11/03/2020;England;E08000026;Coventry;5
11/03/2020;England;E09000008;Croydon;7
11/03/2020;England;E10000006;Cumbria;12
11/03/2020;England;E06000015;Derby;5
11/03/2020;England;E10000007;Derbyshire;19
11/03/2020;England;E10000008;Devon;22
11/03/2020;England;E06000059;Dorset;2
11/03/2020;England;E09000009;Ealing;23
11/03/2020;England;E06000011;East Riding of Yorkshire;5
